1,9684,5.0743
1,9090,4.4829
1,9652,4.3478
1,9574,4.3268
1,9281,4.2160
1,9891,4.0384
1,7844,4.0021
1,6171,4.0011
1,9198,3.9796
1,8446,3.9646
1,5690,3.8694
1,6850,3.8448
1,9591,3.8105
1,9584,3.8105
1,9616,3.7642
1,9665,3.7352
1,5493,3.6808
1,6567,3.6772
1,6915,3.6539
1,7853,3.6375
1,5023,3.6375
1,7732,3.6234
1,8871,3.5779
1,8124,3.5058
1,6602,3.4850
1,7353,3.4470
1,8564,3.3441
1,8419,3.3176
1,7735,3.2894
1,7730,3.2745
1,9069,3.2184
1,8179,3.2013
1,7745,3.2000
1,9625,3.1213
1,9394,3.1213
1,9156,3.1213
1,9961,3.1156
1,5936,3.1156
1,5014,3.0769
1,7811,3.0696
1,6675,3.0696
1,7980,3.0168
1,7553,2.9637
1,6473,2.9541
1,8270,2.9316
1,7771,2.9316
1,8375,2.8927
1,5660,2.8927
1,9530,2.8756
1,5368,2.8756
1,7925,2.8577
1,8170,2.8328
1,6927,2.8296
1,5019,2.8210
1,6470,2.8136
1,7821,2.8013
1,6182,2.7625
1,9572,2.7439
1,6894,2.7439
1,10034,2.7247
1,6848,2.7022
1,6640,2.6850
1,9478,2.6532
1,6050,2.6488
1,7879,2.6322
1,9595,2.6284
1,7183,2.6284
1,5687,2.6284
1,7909,2.6059
1,8922,2.6002
1,7598,2.6002
1,6381,2.6002
1,5169,2.6002
1,9860,2.5895
1,9487,2.5895
1,9371,2.5895
1,9247,2.5895
1,6907,2.5895
1,6484,2.5895
1,9192,2.5719
1,7965,2.5719
1,5776,2.5719
1,5825,2.5710
1,7151,2.5332
1,6964,2.5332
1,8741,2.5320
1,9853,2.4981
1,9499,2.4981
1,8326,2.4981
1,7142,2.4981
1,9076,2.4953
1,6601,2.4953
1,6308,2.4953
1,5506,2.4878
1,8370,2.4368
1,6342,2.4368
1,7532,2.4238
1,6967,2.4238
1,5101,2.4238
1,8684,2.4029
1,7396,2.4029
1,7206,2.4029
1,5807,2.4029
1,6006,2.3990
1,6849,2.3765
1,6471,2.3765
1,6300,2.3765
1,5698,2.3765
1,5350,2.3765
1,9315,2.3602
1,8716,2.3602
1,8193,2.3602
1,7230,2.3602
1,6971,2.3602
1,5954,2.3602
1,5697,2.3602
1,9071,2.3593
1,8740,2.3593
1,8545,2.3593
1,8187,2.3593
1,7715,2.3593
1,6780,2.3593
1,6410,2.3593
1,5625,2.3593
1,5464,2.3593
1,5229,2.3593
1,5095,2.3593
1,9079,2.3027
1,8856,2.3027
1,8860,2.2714
1,7872,2.2714
1,5495,2.2714
1,9589,2.2687
1,9484,2.2687
1,9327,2.2687
1,8276,2.2687
1,7623,2.2687
1,6578,2.2687
1,6521,2.2687
1,5569,2.2687
1,9582,2.2075
1,9078,2.2075
1,7964,2.2075
1,7953,2.2075
1,7335,2.2075
1,6310,2.2075
1,5957,2.2075
1,5672,2.2075
1,5663,2.2075
1,9323,2.1696
2,5715,4.5810
2,9677,4.5119
2,6327,4.4913
2,9081,4.0731
2,6079,3.9813
2,5653,3.9025
2,7553,3.8867
2,7179,3.7808
2,9943,3.6726
2,5766,3.6350
2,5638,3.6222
2,9113,3.5958
2,7350,3.4993
2,9544,3.4606
2,5496,3.4505
2,7529,3.4504
2,6382,3.4391
2,5377,3.3863
2,6498,3.3696
2,7117,3.3616
2,7756,3.3524
2,7644,3.3213
2,6212,3.2801
2,6197,3.2744
2,5123,3.2660
2,5889,3.2481
2,6714,3.2465
2,9628,3.2375
2,7349,3.2371
2,5375,3.2371
2,5313,3.2054
2,5328,3.1841
2,5010,3.1835
2,7939,3.1637
2,7228,3.1561
2,9263,3.1445
2,5397,3.1427
2,9389,3.1367
2,6881,3.1250
2,5947,3.1073
2,9553,3.1061
2,8664,3.1056
2,7757,3.1047
2,6298,3.1047
2,5887,3.0854
2,5567,3.0854
2,9749,3.0325
2,5826,3.0271
2,7771,3.0230
2,8692,3.0152
2,6460,3.0152
2,5566,3.0131
2,5489,3.0091
2,6310,3.0030
2,8888,2.9858
2,9546,2.9639
2,5673,2.9639
2,6311,2.9501
2,5125,2.9501
2,6297,2.9441
2,6217,2.9285
2,5308,2.9186
2,5323,2.9131
2,6483,2.8916
2,8099,2.8606
2,8959,2.8454
2,9028,2.7895
2,6696,2.7895
2,6125,2.7895
2,9525,2.7820
2,5746,2.7424
2,9109,2.6990
2,5685,2.6990
2,7967,2.6969
2,6364,2.6825
2,7599,2.6822
2,9312,2.6680
2,8956,2.6680
2,8922,2.6680
2,6106,2.6465
2,8186,2.6329
2,8681,2.6146
2,6751,2.6146
2,6668,2.6126
2,7093,2.5999
2,6291,2.5795
2,5863,2.5795
2,7144,2.5775
2,5731,2.5775
2,9099,2.5764
2,7743,2.5754
2,9444,2.5745
2,8377,2.5745
2,7919,2.5745
2,7854,2.5320
2,6932,2.5304
2,7115,2.5250
2,6691,2.5250
2,6452,2.5250
2,5911,2.5250
2,5001,2.5250
2,6970,2.5173
2,8732,2.4899
2,6755,2.4899
2,8115,2.4857
2,7323,2.4782
2,5865,2.4715
2,7470,2.4606
2,6506,2.4606
2,8410,2.4602
2,7514,2.4602
2,7448,2.4602
2,5176,2.4602
2,6248,2.4539
2,6536,2.4395
2,9569,2.4352
2,6299,2.4323
2,6292,2.4256
2,9742,2.4189
2,7145,2.4189
2,5639,2.4171
2,9091,2.4125
2,7755,2.4027
2,9092,2.3932
2,8554,2.3888
2,5268,2.3856
2,6645,2.3819
2,5068,2.3819
2,6474,2.3806
2,5122,2.3592
2,5121,2.3567
