1,5016
1,5130
1,5239
1,5247
1,5262
1,5263
1,5297
1,5396
1,5445
1,5448
1,5452
1,5460
1,5467
1,5470
1,5477
1,5547
1,5590
1,5716
1,5727
1,5833
1,5943
1,6359
1,6404
1,6438
1,6445
1,6448
1,6451
1,6468
1,6473
1,6475
1,6560
1,6638
1,6640
1,6660
1,6770
1,6796
1,6836
1,6914
1,6975
1,6987
1,7181
1,7292
1,7343
1,7365
1,7460
1,7472
1,7529
1,7560
1,7569
1,7620
1,7662
1,7664
1,7679
1,7683
1,7687
1,7688
1,7691
1,7720
1,7846
1,7875
1,8019
1,8049
1,8080
1,8184
1,8185
1,8234
1,8321
1,8332
1,8679
1,8732
1,8792
1,8914
1,8955
1,9025
1,9029
1,9036
1,9038
1,9048
1,9060
1,9062
1,9063
1,9082
1,9091
1,9186
1,9275
1,9278
1,9390
1,9441
1,9589
1,9612
1,9636
1,9739
1,9745
1,9819
1,9822
1,9827
1,9969
1,10035
2,5121
2,5342
2,5350
2,5418
2,5590
2,5824
2,6052
2,6062
2,6605
2,7503
2,7597
2,7759
2,8038
2,8241
2,8266
2,8753
2,8907
2,8922
2,8963
2,8993
2,9138
2,9190
2,9253
2,9456
2,9470
2,9625
2,9704
2,9832
2,9891
2,9945
3,5019
3,5023
3,5115
3,5145
3,5158
3,5169
3,5174
3,5323
3,5350
3,5387
3,5390
3,5400
3,5483
3,5493
3,5506
3,5585
3,5660
3,5663
3,5664
3,5672
3,5686
3,5687
3,5690
3,5697
3,5698
3,5730
3,5825
3,5829
3,5901
3,5906
3,5907
3,5937
3,5954
3,5957
3,6006
3,6108
3,6133
3,6171
3,6182
3,6183
3,6299
3,6300
3,6308
3,6310
3,6342
3,6381
3,6460
3,6470
3,6471
3,6473
3,6484
3,6511
3,6512
3,6567
3,6601
3,6796
3,6848
3,6849
3,6850
3,6870
3,6871
3,6907
3,6915
3,6916
3,6927
3,6937
3,6964
3,6965
3,6971
3,7027
3,7151
3,7163
3,7175
3,7183
3,7230
3,7335
3,7353
3,7386
3,7387
3,7407
3,7460
3,7533
3,7553
3,7598
3,7730
3,7732
3,7735
3,7745
3,7771
3,7789
3,7810
3,7842
3,7844
3,7853
3,7876
3,7884
3,7907
3,7909
3,7925
3,7953
3,7964
3,7987
3,7991
3,8002
3,8019
3,8058
3,8124
3,8162
3,8193
3,8270
3,8320
3,8370
3,8374
3,8375
3,8416
3,8419
3,8446
3,8485
3,8504
3,8564
3,8605
3,8606
3,8678
3,8710
3,8716
3,8741
3,8856
3,8922
3,8925
3,8980
3,8988
3,9050
3,9069
3,9075
3,9076
3,9078
3,9079
3,9090
3,9156
3,9161
3,9180
3,9198
3,9209
3,9247
3,9281
3,9315
3,9322
3,9323
3,9371
3,9394
3,9415
3,9487
3,9545
3,9574
3,9579
3,9582
3,9584
3,9591
3,9593
3,9595
3,9616
3,9625
3,9648
3,9652
3,9665
3,9684
3,9698
3,9779
3,9821
3,9860
3,9869
3,9891
3,9968
3,10025
3,10034
4,5506
4,6182
4,6342
4,6470
4,6473
4,6484
4,6567
4,6796
4,6848
4,6849
4,6850
4,7335
4,7533
4,7730
4,7732
4,7735
4,7876
4,7907
4,7925
4,7964
4,8270
4,8370
4,8419
4,8564
4,8856
4,8925
4,9079
4,9247
4,9371
4,9487
4,9616
4,9684
4,9891
4,10034
5,5019
5,5145
5,5169
5,5174
5,5483
5,5493
5,5506
5,5585
5,5660
5,5672
5,5687
5,5697
5,5730
5,5825
5,5906
5,5907
5,5957
5,6182
5,6183
5,6300
5,6342
5,6381
5,6470
5,6471
5,6473
5,6484
5,6567
5,6601
5,6796
5,6848
5,6849
5,6850
5,6870
5,6871
5,6927
5,6965
5,7151
5,7183
5,7230
5,7335
5,7353
5,7387
5,7460
5,7533
5,7553
5,7598
5,7730
5,7732
5,7735
5,7745
5,7771
5,7810
5,7876
5,7884
5,7907
5,7909
5,7925
5,7964
5,8162
5,8270
5,8370
5,8375
5,8419
5,8564
5,8716
5,8741
5,8856
5,8922
5,8925
5,9069
5,9075
5,9076
5,9079
5,9090
5,9161
5,9198
5,9209
5,9247
5,9315
5,9371
5,9487
5,9574
5,9584
5,9591
5,9595
5,9616
5,9625
5,9652
5,9665
5,9684
5,9779
5,9821
5,9891
5,10034
6,6078
6,6096
6,6422
6,6879
6,7207
6,8282
6,8646
6,8778
6,8855
